waterfront,view,condition,grade,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,yr_built,lat,long,sqft_living15,sqft_lot15
0.0,0.0,3.0,7.0,0.7166060908212866,-0.8124768175545394,-0.7294208973288895,-0.11416921412464567,-0.919510919888639,-0.8249467848667977,0.9462001611314965,-0.2014649624023374,1.173483873963503,-0.8379762890867166,-0.5171119392233585,-0.010974527217119247
0.0,0.0,3.0,7.0,-0.40315568856677797,-0.8124768175545394,-0.6304911686152975,-0.09658831697110173,-0.919510919888639,-0.26502992465638403,-0.7965060747369526,-0.3369721609167604,1.534769834444261,-0.9587998901649049,-0.7940207997530274,-0.07379004059116974
0.0,0.0,3.0,9.0,1.836367870209351,0.844032504420371,0.9596441765848275,-0.43490419172571404,0.9234089591595452,1.3161436260720158,-0.7965060747369526,1.1536070227418929,1.0710834620108562,0.7824814194931439,1.4503983855927096,-0.31239955513916584
0.0,0.0,4.0,7.0,-1.5229174679548425,-1.4750805463445036,-1.3860999768214948,-0.72688300943721,-0.919510919888639,-1.0163802206166839,-0.7965060747369526,-2.0985657416042596,0.10044293744580231,-0.6602945227950315,-0.48796363811497234,-0.7738237255778434
0.0,0.0,3.0,7.0,-1.5229174679548425,-1.4750805463445036,-0.9967439196119164,2.1616879801320947,-0.919510919888639,-0.6292185231335062,-0.7965060747369526,-0.3030953612881547,0.2691872782691655,1.1023085988181163,1.5524174394720613,1.4538018033734919
0.0,0.0,3.0,7.0,-1.5229174679548425,-0.8124768175545394,-0.04755475330938171,-0.4934920703637398,-0.919510919888639,-0.9943156476181316,1.3121883061505206,-1.0483849531174814,-0.01710119740123753,-1.2644125281866798,-0.40051873478981376,-0.5146092326192393
0.0,0.0,3.0,8.0,-0.40315568856677797,0.5127306400253889,0.20286575130343695,-0.11416921412464567,0.9234089591595452,0.5636303048451194,-0.7965060747369526,1.0180998242274697,0.9730098280280802,0.02200345976490969,-0.48796363811497234,0.16248745969604672
0.0,0.0,3.0,8.0,0.7166060908212866,0.5127306400253889,0.8335281252034694,0.4603142450470319,-0.919510919888639,0.10524007978515328,1.3856233244421783,-0.09983456351652013,1.4857330174528731,-0.5394709217167423,0.5905235028953169,0.3143550081995594
0.0,0.0,3.0,8.0,0.7166060908212866,-0.48117495315955733,0.15718647707065422,-0.09148809857622549,-0.919510919888639,0.5182084730171782,-0.7965060747369526,-0.16758816277373165,0.4884106954071898,0.853554126009838,0.022131631281786055,0.03509773858423198
0.0,0.0,4.0,6.0,-0.40315568856677797,-1.4750805463445036,-1.5003171913873237,-0.02612262533126658,-0.919510919888639,-1.4810384939544459,0.7643134301583016,-1.3871529494035388,1.0826215365970924,-0.4897200271549452,-0.41509288534400685,0.004472331555365341
0.0,0.0,3.0,8.0,0.7166060908212866,0.5127306400253889,0.8507413536936276,-0.6596473403453749,0.9234089591595452,1.2078545652225738,-0.7965060747369526,1.0180998242274697,0.2727929265773226,1.2515612825031035,0.9985997184127235,-0.6290395121538002
0.0,0.0,3.0,8.0,0.7166060908212866,0.5127306400253889,-0.23892276418799357,-1.0482316523998059,0.9234089591595452,0.12433165154545385,-0.7965060747369526,1.2891142212563158,-0.9423105532831119,0.18547068475329628,-0.3946890745681365,-1.0650914639210458
0.0,0.0,3.0,8.0,-0.40315568856677797,0.5127306400253889,-0.8681867611113078,-2.002137971913744,0.9234089591595452,-0.7446700358574042,0.7411120843214798,1.25523742162771,0.12712473492643162,-1.385236129264868,-0.9543364558491515,-2.2178705834653836
0.0,0.0,4.0,7.0,-1.5229174679548425,-0.48117495315955733,-0.9967439196119164,-0.7282171456007624,-0.919510919888639,-1.4012205593789135,1.0519629668491175,-2.200196140490077,0.7876795049870507,-0.7100454173566266,-0.5025377886691654,-0.893526797745577
0.0,0.0,4.0,5.0,-1.5229174679548425,-1.4750805463445036,-1.3419290715373544,-0.31472203905754603,-0.919510919888639,-0.9724582567676113,-0.7965060747369526,-1.658167346432385,-0.46636497660186005,-0.09171287066178085,-0.10903572370595183,-0.3160591809111852
0.0,0.0,4.0,7.0,0.7166060908212866,-1.4750805463445036,-0.5825511616840718,0.507933608578924,0.0019490196354531165,-0.21736010132329522,-0.7965060747369526,-1.4210297490321446,1.4662625165886605,-0.9090489956034108,-0.2402030786936897,0.03463939899652968
0.0,0.0,4.0,8.0,0.7166060908212866,-0.48117495315955733,0.2587392514519867,-0.7607316841743555,0.0019490196354531165,0.3885255993000415,0.8761355413978722,-1.4210297490321446,0.7242200947628804,-0.43286186194175147,0.45935614790757895,-0.8114175888792283
0.0,0.0,3.0,7.0,0.7166060908212866,0.5127306400253889,0.0022553923465498094,0.0398339093507011,-0.919510919888639,0.3641505595880645,-0.7965060747369526,-0.09983456351652013,-2.529516938548827,1.5003157553114828,-0.8231691008614136,0.08771657135581194
0.0,0.0,4.0,8.0,1.836367870209351,0.5127306400253889,0.5588789328242781,0.7149760991319123,-0.919510919888639,-0.3467153242519866,1.3856233244421783,0.13730303388372014,-0.13031855427840683,-0.12014195326847874,0.6633942556662823,0.8275699670360557
0.0,0.0,5.0,7.0,0.7166060908212866,-0.48117495315955733,-0.38545844204766067,0.20822189305813146,-0.919510919888639,-0.02137817043237446,-0.7965060747369526,-0.06595776388791438,-1.6699303818760585,0.5621560292914625,-1.1146521119452755,0.2833368754807272
0.0,2.0,4.0,8.0,-0.40315568856677797,0.5127306400253889,0.5685724809493937,-0.06926521887363482,-0.919510919888639,-0.6862285976089348,1.4425543759565482,-0.9128777546030582,0.9751732170129642,-1.2430907162315807,0.5176527501243514,-0.04344377673229927
0.0,0.0,4.0,8.0,-0.40315568856677797,0.18142877563040688,0.9100100517212879,0.8501145414967076,-0.919510919888639,-0.3136964015193159,1.4839852506071325,0.0017958353692971289,0.08602034421302003,0.6119069238532596,0.22616973904048943,0.5952071957752564
0.0,0.0,4.0,7.0,-0.40315568856677797,-0.8124768175545394,-0.37096311073588256,0.16853840655500751,-0.919510919888639,-0.006964532908743265,-0.7965060747369526,-0.13371136314512588,-1.3930165918069561,0.7611596075380447,-0.5462602403317447,0.3838075019350216
0.0,0.0,3.0,7.0,0.7166060908212866,0.18142877563040688,-0.5511280250847869,-0.43204493800887284,0.9234089591595452,-0.18611406140493722,-0.7965060747369526,0.9503462249702582,-1.5999808046971336,-0.3404673434700591,-0.7065758964278688,-0.3258721184609696
0.0,0.0,5.0,6.0,-0.40315568856677797,-1.4750805463445036,-0.940781369554564,-0.12137327682862237,-0.919510919888639,-0.5735713706762647,-0.7965060747369526,-0.7434937564600295,-0.5637174809230252,-0.08460560001008113,-0.48796363811497234,-0.10131733375846846
